t,x,y,yaw,fuente,area_ratio
1784047496.4832802,2.4861991288595773,-0.6152431712822076,0.0,cmd_vel_manhattan,0.00301694345332611
1784047542.9806645,2.885137984005823,-0.45573572650636457,0.0,cmd_vel_manhattan,0.006622330985783938
